品番,SKU品番,カラーコード,サイズコード,商品名,販売計画No,開始日時,終了日時,ステータス,価格（%）,プランアイコンID1,プランアイコンID2,プランアイコンID3,発送予定日
cr25ss19106,cr25ss19106-01-01,01,01,ナイロンドレープマキシスカート,3,,,,,,,,
cr25ss19106,cr25ss19106-01-01,01,01,ナイロンドレープマキシスカート,4,,,,,,,,
cr25ss19106,cr25ss19106-01-02,01,02,ナイロンドレープマキシスカート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss19106,cr25ss19106-01-02,01,02,ナイロンドレープマキシスカート,1,"2025-02-08 22:00","2025-03-08 00:00",2,,2,3,,2025-02-21
cr25ss19106,cr25ss19106-01-02,01,02,ナイロンドレープマキシスカート,2,"2025-03-08 00:00","2030-01-01 00:00",4,,,,,
cr25ss19106,cr25ss19106-01-02,01,02,ナイロンドレープマキシスカート,3,,,,,,,,
cr25ss19106,cr25ss19106-01-02,01,02,ナイロンドレープマキシスカート,4,,,,,,,,
cr25ss19106,cr25ss19106-01-03,01,03,ナイロンドレープマキシスカート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss19106,cr25ss19106-01-03,01,03,ナイロンドレープマキシスカート,1,"2025-02-08 22:00","2025-03-08 00:00",2,,2,3,,2025-02-21
cr25ss19106,cr25ss19106-01-03,01,03,ナイロンドレープマキシスカート,2,"2025-03-08 00:00","2030-01-01 00:00",4,,,,,
cr25ss19106,cr25ss19106-01-03,01,03,ナイロンドレープマキシスカート,3,,,,,,,,
cr25ss19106,cr25ss19106-01-03,01,03,ナイロンドレープマキシスカート,4,,,,,,,,
cr25ss19106,cr25ss19106-09-01,09,01,ナイロンドレープマキシスカート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss19106,cr25ss19106-09-01,09,01,ナイロンドレープマキシスカート,1,"2025-02-08 22:00","2025-03-08 00:00",2,,2,3,,2025-02-21
cr25ss19106,cr25ss19106-09-01,09,01,ナイロンドレープマキシスカート,2,"2025-03-08 00:00","2030-01-01 00:00",4,,,,,
cr25ss19106,cr25ss19106-09-01,09,01,ナイロンドレープマキシスカート,3,,,,,,,,
cr25ss19106,cr25ss19106-09-01,09,01,ナイロンドレープマキシスカート,4,,,,,,,,
cr25ss19106,cr25ss19106-09-02,09,02,ナイロンドレープマキシスカート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss19106,cr25ss19106-09-02,09,02,ナイロンドレープマキシスカート,1,"2025-02-08 22:00","2025-03-08 00:00",2,,2,3,,2025-02-21
cr25ss19106,cr25ss19106-09-02,09,02,ナイロンドレープマキシスカート,2,"2025-03-08 00:00","2030-01-01 00:00",4,,,,,
cr25ss19106,cr25ss19106-09-02,09,02,ナイロンドレープマキシスカート,3,,,,,,,,
cr25ss19106,cr25ss19106-09-02,09,02,ナイロンドレープマキシスカート,4,,,,,,,,
cr25ss19106,cr25ss19106-09-03,09,03,ナイロンドレープマキシスカート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss19106,cr25ss19106-09-03,09,03,ナイロンドレープマキシスカート,1,"2025-02-08 22:00","2025-03-08 00:00",2,,2,3,,2025-02-21
cr25ss19106,cr25ss19106-09-03,09,03,ナイロンドレープマキシスカート,2,"2025-03-08 00:00","2030-01-01 00:00",4,,,,,
cr25ss19106,cr25ss19106-09-03,09,03,ナイロンドレープマキシスカート,3,,,,,,,,
cr25ss19106,cr25ss19106-09-03,09,03,ナイロンドレープマキシスカート,4,,,,,,,,
cr25ss08101,cr25ss08101-00-01,00,01,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-00-01,00,01,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-00-01,00,01,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-00-01,00,01,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-00-01,00,01,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-00-02,00,02,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-00-02,00,02,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-00-02,00,02,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-00-02,00,02,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-00-02,00,02,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-00-03,00,03,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-00-03,00,03,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-00-03,00,03,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-00-03,00,03,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-00-03,00,03,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-69-01,69,01,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-69-01,69,01,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-69-01,69,01,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-69-01,69,01,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-69-01,69,01,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-69-02,69,02,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-69-02,69,02,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-69-02,69,02,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-69-02,69,02,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-69-02,69,02,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-69-03,69,03,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-69-03,69,03,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-69-03,69,03,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-69-03,69,03,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-69-03,69,03,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-89-01,89,01,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-89-01,89,01,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-89-01,89,01,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-89-01,89,01,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-89-01,89,01,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-89-02,89,02,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-89-02,89,02,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-89-02,89,02,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-89-02,89,02,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-89-02,89,02,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-89-03,89,03,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-89-03,89,03,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-89-03,89,03,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-89-03,89,03,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-89-03,89,03,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-12-01,12,01,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-12-01,12,01,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-12-01,12,01,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-12-01,12,01,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-12-01,12,01,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-12-02,12,02,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-12-02,12,02,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-12-02,12,02,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-12-02,12,02,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-12-02,12,02,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss08101,cr25ss08101-12-03,12,03,シルクブレンドボートネックロンT,0,"2025-01-29 21:00","2025-02-08 22:00",1,,2,3,1,2025-02-21
cr25ss08101,cr25ss08101-12-03,12,03,シルクブレンドボートネックロンT,1,"2025-02-08 22:00","2025-03-10 00:00",2,,2,3,,2025-02-21
cr25ss08101,cr25ss08101-12-03,12,03,シルクブレンドボートネックロンT,2,"2025-03-10 00:00","2030-01-01 00:00",4,,,,,
cr25ss08101,cr25ss08101-12-03,12,03,シルクブレンドボートネックロンT,3,,,,,,,,
cr25ss08101,cr25ss08101-12-03,12,03,シルクブレンドボートネックロンT,4,,,,,,,,
cr25ss06083,cr25ss06083-69-01,69,01,2wayハイネックボウタイシャツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss06083,cr25ss06083-69-01,69,01,2wayハイネックボウタイシャツ,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss06083,cr25ss06083-69-01,69,01,2wayハイネックボウタイシャツ,2,,,,,,,,
cr25ss06083,cr25ss06083-69-01,69,01,2wayハイネックボウタイシャツ,3,,,,,,,,
cr25ss06083,cr25ss06083-69-01,69,01,2wayハイネックボウタイシャツ,4,,,,,,,,
cr25ss06083,cr25ss06083-69-02,69,02,2wayハイネックボウタイシャツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss06083,cr25ss06083-69-02,69,02,2wayハイネックボウタイシャツ,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss06083,cr25ss06083-69-02,69,02,2wayハイネックボウタイシャツ,2,,,,,,,,
cr25ss06083,cr25ss06083-69-02,69,02,2wayハイネックボウタイシャツ,3,,,,,,,,
cr25ss06083,cr25ss06083-69-02,69,02,2wayハイネックボウタイシャツ,4,,,,,,,,
cr25ss06083,cr25ss06083-69-03,69,03,2wayハイネックボウタイシャツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss06083,cr25ss06083-69-03,69,03,2wayハイネックボウタイシャツ,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss06083,cr25ss06083-69-03,69,03,2wayハイネックボウタイシャツ,2,,,,,,,,
cr25ss06083,cr25ss06083-69-03,69,03,2wayハイネックボウタイシャツ,3,,,,,,,,
cr25ss06083,cr25ss06083-69-03,69,03,2wayハイネックボウタイシャツ,4,,,,,,,,
cr25ss06083,cr25ss06083-62-01,62,01,2wayハイネックボウタイシャツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss06083,cr25ss06083-62-01,62,01,2wayハイネックボウタイシャツ,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss06083,cr25ss06083-62-01,62,01,2wayハイネックボウタイシャツ,2,,,,,,,,
cr25ss06083,cr25ss06083-62-01,62,01,2wayハイネックボウタイシャツ,3,,,,,,,,
cr25ss06083,cr25ss06083-62-01,62,01,2wayハイネックボウタイシャツ,4,,,,,,,,
cr25ss06083,cr25ss06083-62-02,62,02,2wayハイネックボウタイシャツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss06083,cr25ss06083-62-02,62,02,2wayハイネックボウタイシャツ,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss06083,cr25ss06083-62-02,62,02,2wayハイネックボウタイシャツ,2,,,,,,,,
cr25ss06083,cr25ss06083-62-02,62,02,2wayハイネックボウタイシャツ,3,,,,,,,,
cr25ss06083,cr25ss06083-62-02,62,02,2wayハイネックボウタイシャツ,4,,,,,,,,
cr25ss06083,cr25ss06083-62-03,62,03,2wayハイネックボウタイシャツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss06083,cr25ss06083-62-03,62,03,2wayハイネックボウタイシャツ,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss06083,cr25ss06083-62-03,62,03,2wayハイネックボウタイシャツ,2,,,,,,,,
cr25ss06083,cr25ss06083-62-03,62,03,2wayハイネックボウタイシャツ,3,,,,,,,,
cr25ss06083,cr25ss06083-62-03,62,03,2wayハイネックボウタイシャツ,4,,,,,,,,
cr25ss11102,cr25ss11102-69-01,69,01,2wayレイヤードストレートパンツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss11102,cr25ss11102-69-01,69,01,2wayレイヤードストレートパンツ,1,"2025-02-08 22:00","2030-01-01 00:00",3,,,,,
cr25ss11102,cr25ss11102-69-01,69,01,2wayレイヤードストレートパンツ,2,,,,,,,,
cr25ss11102,cr25ss11102-69-01,69,01,2wayレイヤードストレートパンツ,3,,,,,,,,
cr25ss11102,cr25ss11102-69-01,69,01,2wayレイヤードストレートパンツ,4,,,,,,,,
cr25ss11102,cr25ss11102-69-02,69,02,2wayレイヤードストレートパンツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss11102,cr25ss11102-69-02,69,02,2wayレイヤードストレートパンツ,1,"2025-02-08 22:00","2030-01-01 00:00",3,,,,,
cr25ss11102,cr25ss11102-69-02,69,02,2wayレイヤードストレートパンツ,2,,,,,,,,
cr25ss11102,cr25ss11102-69-02,69,02,2wayレイヤードストレートパンツ,3,,,,,,,,
cr25ss11102,cr25ss11102-69-02,69,02,2wayレイヤードストレートパンツ,4,,,,,,,,
cr25ss11102,cr25ss11102-69-03,69,03,2wayレイヤードストレートパンツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss11102,cr25ss11102-69-03,69,03,2wayレイヤードストレートパンツ,1,"2025-02-08 22:00","2030-01-01 00:00",3,,,,,
cr25ss11102,cr25ss11102-69-03,69,03,2wayレイヤードストレートパンツ,2,,,,,,,,
cr25ss11102,cr25ss11102-69-03,69,03,2wayレイヤードストレートパンツ,3,,,,,,,,
cr25ss11102,cr25ss11102-69-03,69,03,2wayレイヤードストレートパンツ,4,,,,,,,,
cr25ss11102,cr25ss11102-86-01,86,01,2wayレイヤードストレートパンツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss11102,cr25ss11102-86-01,86,01,2wayレイヤードストレートパンツ,1,"2025-02-08 22:00","2030-01-01 00:00",3,,,,,
cr25ss11102,cr25ss11102-86-01,86,01,2wayレイヤードストレートパンツ,2,,,,,,,,
cr25ss11102,cr25ss11102-86-01,86,01,2wayレイヤードストレートパンツ,3,,,,,,,,
cr25ss11102,cr25ss11102-86-01,86,01,2wayレイヤードストレートパンツ,4,,,,,,,,
cr25ss11102,cr25ss11102-86-02,86,02,2wayレイヤードストレートパンツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss11102,cr25ss11102-86-02,86,02,2wayレイヤードストレートパンツ,1,"2025-02-08 22:00","2030-01-01 00:00",3,,,,,
cr25ss11102,cr25ss11102-86-02,86,02,2wayレイヤードストレートパンツ,2,,,,,,,,
cr25ss11102,cr25ss11102-86-02,86,02,2wayレイヤードストレートパンツ,3,,,,,,,,
cr25ss11102,cr25ss11102-86-02,86,02,2wayレイヤードストレートパンツ,4,,,,,,,,
cr25ss11102,cr25ss11102-86-03,86,03,2wayレイヤードストレートパンツ,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss11102,cr25ss11102-86-03,86,03,2wayレイヤードストレートパンツ,1,"2025-02-08 22:00","2030-01-01 00:00",3,,,,,
cr25ss11102,cr25ss11102-86-03,86,03,2wayレイヤードストレートパンツ,2,,,,,,,,
cr25ss11102,cr25ss11102-86-03,86,03,2wayレイヤードストレートパンツ,3,,,,,,,,
cr25ss11102,cr25ss11102-86-03,86,03,2wayレイヤードストレートパンツ,4,,,,,,,,
cr25ss01082,cr25ss01082-39-01,39,01,ピーチスキンモッズコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss01082,cr25ss01082-39-01,39,01,ピーチスキンモッズコート,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss01082,cr25ss01082-39-01,39,01,ピーチスキンモッズコート,2,,,,,,,,
cr25ss01082,cr25ss01082-39-01,39,01,ピーチスキンモッズコート,3,,,,,,,,
cr25ss01082,cr25ss01082-39-01,39,01,ピーチスキンモッズコート,4,,,,,,,,
cr25ss01082,cr25ss01082-39-02,39,02,ピーチスキンモッズコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss01082,cr25ss01082-39-02,39,02,ピーチスキンモッズコート,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss01082,cr25ss01082-39-02,39,02,ピーチスキンモッズコート,2,,,,,,,,
cr25ss01082,cr25ss01082-39-02,39,02,ピーチスキンモッズコート,3,,,,,,,,
cr25ss01082,cr25ss01082-39-02,39,02,ピーチスキンモッズコート,4,,,,,,,,
cr25ss01082,cr25ss01082-39-03,39,03,ピーチスキンモッズコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss01082,cr25ss01082-39-03,39,03,ピーチスキンモッズコート,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss01082,cr25ss01082-39-03,39,03,ピーチスキンモッズコート,2,,,,,,,,
cr25ss01082,cr25ss01082-39-03,39,03,ピーチスキンモッズコート,3,,,,,,,,
cr25ss01082,cr25ss01082-39-03,39,03,ピーチスキンモッズコート,4,,,,,,,,
cr25ss01082,cr25ss01082-04-01,04,01,ピーチスキンモッズコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss01082,cr25ss01082-04-01,04,01,ピーチスキンモッズコート,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss01082,cr25ss01082-04-01,04,01,ピーチスキンモッズコート,2,,,,,,,,
cr25ss01082,cr25ss01082-04-01,04,01,ピーチスキンモッズコート,3,,,,,,,,
cr25ss01082,cr25ss01082-04-01,04,01,ピーチスキンモッズコート,4,,,,,,,,
cr25ss01082,cr25ss01082-04-02,04,02,ピーチスキンモッズコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss01082,cr25ss01082-04-02,04,02,ピーチスキンモッズコート,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss01082,cr25ss01082-04-02,04,02,ピーチスキンモッズコート,2,,,,,,,,
cr25ss01082,cr25ss01082-04-02,04,02,ピーチスキンモッズコート,3,,,,,,,,
cr25ss01082,cr25ss01082-04-02,04,02,ピーチスキンモッズコート,4,,,,,,,,
cr25ss01082,cr25ss01082-04-03,04,03,ピーチスキンモッズコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
cr25ss01082,cr25ss01082-04-03,04,03,ピーチスキンモッズコート,1,"2025-02-08 22:00","2030-01-01 00:00",4,,,,,
cr25ss01082,cr25ss01082-04-03,04,03,ピーチスキンモッズコート,2,,,,,,,,
cr25ss01082,cr25ss01082-04-03,04,03,ピーチスキンモッズコート,3,,,,,,,,
cr25ss01082,cr25ss01082-04-03,04,03,ピーチスキンモッズコート,4,,,,,,,,
cr25ss01085,cr25ss01085-05-01,05,01,ドレープステンカラーコート,0,"2025-01-29 21:00","2025-02-08 22:00",1,,3,1,,
