"ä˙ä‘","çwì¸åèêî","íjê´","èóê´","íjê´(âÔàı)","íjê´(îÒâÔàı)","èóê´(âÔàı)","èóê´(îÒâÔàı)","çwì¸çáåv","çwì¸ïΩãœ"
"2025-08-15","7","0","1","0","0","1","0","57870","8267.1429"
"2025-08-16","3","0","3","0","0","3","0","36100","12033.3333"
"2025-08-17","16","0","6","0","0","6","0","219960","13747.5000"
"2025-08-18","13","0","4","0","0","4","0","131640","10126.1538"
"2025-08-19","8","0","6","0","0","6","0","59000","7375.0000"
"2025-08-20","10","0","5","0","0","5","0","97770","9777.0000"
"2025-08-21","8","0","4","0","0","4","0","111520","13940.0000"
"2025-08-22","8","0","2","0","0","2","0","123620","15452.5000"
"2025-08-23","3","0","0","0","0","0","0","49520","16506.6667"
"2025-08-24","11","0","8","0","0","8","0","115280","10480.0000"
"2025-08-25","10","0","4","0","0","4","0","113440","11344.0000"
"2025-08-26","7","0","2","0","0","2","0","73050","10435.7143"
"2025-08-27","4961","10","2676","10","0","2676","0","96005690","19352.0843"
"2025-08-28","909","2","399","2","0","399","0","12919180","14212.5193"
"2025-08-29","235","0","96","0","0","96","0","3342890","14225.0638"
"2025-08-30","185","0","80","0","0","80","0","2362860","12772.2162"
"2025-08-31","159","0","58","0","0","58","0","2136270","13435.6604"
"2025-09-01","178","1","85","1","0","85","0","1476680","8295.9551"
"2025-09-02","119","0","60","0","0","60","0","1175890","9881.4286"
"2025-09-03","73","0","27","0","0","27","0","763860","10463.8356"
"2025-09-04","66","0","27","0","0","27","0","708350","10732.5758"
"2025-09-05","68","0","27","0","0","27","0","713020","10485.5882"
"2025-09-06","70","0","25","0","0","25","0","932680","13324.0000"
"2025-09-07","52","1","22","1","0","22","0","673510","12952.1154"
"2025-09-08","49","0","27","0","0","27","0","371370","7578.9796"
"2025-09-09","38","0","16","0","0","16","0","406480","10696.8421"
"2025-09-10","33","0","10","0","0","10","0","377850","11450.0000"
"2025-09-11","36","0","13","0","0","13","0","356290","9896.9444"
"2025-09-12","27","0","5","0","0","5","0","289900","10737.0370"
"2025-09-13","46","0","18","0","0","18","0","531790","11560.6522"
"2025-09-14","49","0","25","0","0","25","0","588020","12000.4082"
"2025-09-15","22","0","7","0","0","7","0","303710","13805.0000"
"2025-09-16","22","1","9","1","0","9","0","259580","11799.0909"
"2025-09-17","37","0","18","0","0","18","0","416100","11245.9459"
"2025-09-18","39","0","17","0","0","17","0","465780","11943.0769"
"2025-09-19","34","0","9","0","0","9","0","392120","11532.9412"
"2025-09-20","22","0","5","0","0","5","0","277750","12625.0000"
"2025-09-21","27","0","13","0","0","13","0","281890","10440.3704"
"2025-09-22","14","0","4","0","0","4","0","119980","8570.0000"
"2025-09-23","19","0","5","0","0","5","0","253310","13332.1053"
"2025-09-24","5376","11","2952","11","0","2952","0","108614420","20203.5751"
"2025-09-25","611","2","260","2","0","260","0","10606240","17358.8216"
"2025-09-26","187","1","68","1","0","68","0","2692170","14396.6310"
"2025-09-27","149","0","64","0","0","64","0","2283970","15328.6577"
"2025-09-28","142","0","35","0","0","35","0","2003350","14108.0986"
"2025-09-29","557","1","295","1","0","295","0","5913060","10615.9066"
"2025-09-30","157","0","70","0","0","70","0","1821340","11600.8917"
"2025-10-01","114","1","54","1","0","54","0","1400800","12287.7193"
"2025-10-02","92","2","32","2","0","32","0","1307460","14211.5217"
"2025-10-03","100","0","27","0","0","27","0","1430290","14302.9000"
"2025-10-04","77","0","29","0","0","29","0","1210000","15714.2857"
"2025-10-05","79","0","28","0","0","28","0","1137560","14399.4937"
"2025-10-06","50","1","23","1","0","23","0","656590","13131.8000"
"2025-10-07","54","0","17","0","0","17","0","634270","11745.7407"
"2025-10-08","52","0","24","0","0","24","0","769820","14804.2308"
"2025-10-09","63","0","18","0","0","18","0","826280","13115.5556"
"2025-10-10","30","0","8","0","0","8","0","397660","13255.3333"
"2025-10-11","58","0","25","0","0","25","0","836350","14419.8276"
"2025-10-12","58","0","13","0","0","13","0","859890","14825.6897"
"2025-10-13","45","0","13","0","0","13","0","612010","13600.2222"
"2025-10-14","33","0","14","0","0","14","0","317690","9626.9697"
"2025-10-15","40","1","20","1","0","20","0","513300","12832.5000"
"2025-10-16","88","0","40","0","0","40","0","1037330","11787.8409"
"2025-10-17","45","0","16","0","0","16","0","507350","11274.4444"
"2025-10-18","51","0","15","0","0","15","0","707640","13875.2941"
"2025-10-19","53","0","19","0","0","19","0","839800","15845.2830"
"2025-10-20","48","1","13","1","0","13","0","613200","12775.0000"
"2025-10-21","39","0","19","0","0","19","0","473600","12143.5897"
"2025-10-22","4663","17","2397","17","0","2397","0","132074420","28323.9159"
"2025-10-23","578","1","207","1","0","207","0","12995910","22484.2734"
"2025-10-24","153","1","48","1","0","48","0","3246720","21220.3922"
"2025-10-25","169","0","50","0","0","50","0","3703360","21913.3728"
"2025-10-26","239","1","87","1","0","87","0","3978680","16647.1967"
"2025-10-27","123","0","48","0","0","48","0","1668540","13565.3659"
"2025-10-28","126","0","55","0","0","55","0","1618170","12842.6190"
"2025-10-29","113","0","34","0","0","34","0","1781710","15767.3451"
"2025-10-30","80","0","35","0","0","35","0","1280890","16011.1250"
"2025-10-31","86","0","26","0","0","26","0","1155130","13431.7442"
"2025-11-01","91","0","32","0","0","32","0","1997400","21949.4505"
"2025-11-02","68","0","20","0","0","20","0","1293760","19025.8824"
"2025-11-03","101","0","29","0","0","29","0","2188830","21671.5842"
"2025-11-04","109","0","40","0","0","40","0","1507240","13827.8899"
"2025-11-05","82","0","22","0","0","22","0","1789270","21820.3659"
"2025-11-06","56","0","16","0","0","16","0","1123740","20066.7857"
"2025-11-07","75","0","24","0","0","24","0","1293740","17249.8667"
"2025-11-08","68","0","21","0","0","21","0","1501550","22081.6176"
"2025-11-09","78","0","19","0","0","19","0","1730820","22190.0000"
